"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier","Test_Split"
"1098","KY",57,"415","344-4691","no","yes",29,279.9,121,223.1,109,251.7,94,13,2,1,"False.",12.1581832858872,FALSE,0.560280537465587
"1099","ND",98,"510","347-9737","no","no",0,187.2,127,195.6,88,181.8,129,5.1,4,1,"False.",8.98652844879632,FALSE,0.155874150572345
"1101","WI",116,"415","364-2439","no","yes",35,200.4,104,272.8,89,214.5,100,8.3,4,1,"False.",7.44425733543008,FALSE,0.95657976414077
"1103","NJ",111,"510","332-5084","no","no",0,176.9,128,102.8,56,213.7,84,10.5,2,4,"True.",17.6267022212146,FALSE,0.372157742734998
"1104","KS",52,"415","413-4831","no","no",0,165.5,78,205.5,89,213.6,124,12.2,6,0,"False.",8.036628511648,FALSE,0.962615341413766
"1105","AL",72,"415","343-4806","no","no",0,217.8,93,189.7,113,182.6,91,10.4,5,4,"False.",6.34972468105059,FALSE,0.645427515730262
"1107","NC",86,"510","391-8626","no","no",0,190.5,115,179.6,130,258.5,89,10.1,5,3,"False.",6.69747664720166,FALSE,0.409945928491652
"1108","DE",98,"415","327-5817","no","yes",29,179.9,97,189.2,89,164.3,76,12.8,7,3,"False.",8.8133813180291,FALSE,0.425905134063214
"1109","WY",151,"510","381-4712","no","no",0,235.9,104,80.6,91,212.8,116,5.8,2,3,"False.",15.1180537267873,FALSE,0.508158084703609
"1111","NY",117,"415","415-8780","no","no",0,144.6,115,258.8,66,253.2,113,7.4,9,2,"False.",13.4468462614259,FALSE,0.449599910760298
"1112","MO",55,"510","362-1146","no","no",0,189,100,118.5,99,248.1,87,17.1,6,0,"False.",14.2244374824492,FALSE,0.623261383501813
"1113","ID",82,"408","352-7413","no","no",0,101,93,155.6,104,304.4,93,13.3,2,0,"False.",12.4261933369423,FALSE,0.139977931044996
"1114","IA",152,"415","387-6716","no","no",0,206.3,98,292.8,82,43.7,121,10.6,4,1,"False.",18.0864531038197,FALSE,0.907946400810033
"1115","TN",108,"408","352-1127","no","yes",15,165.1,85,267,93,250.7,114,10.9,4,1,"False.",4.83609017191753,FALSE,0.569443274755031
"1116","OH",98,"408","368-1288","no","no",0,165,129,202.6,113,172.3,94,12.5,7,1,"True.",5.81582018285928,FALSE,0.54828057391569
"1117","IL",130,"415","403-5279","no","no",0,155.9,95,256.1,97,262.9,103,11.7,3,3,"False.",6.25218846806284,FALSE,0.116827622521669
"1118","FL",136,"408","397-9333","yes","no",0,199.2,122,214.7,114,150.9,105,11.8,7,1,"False.",5.98662996684177,FALSE,0.762028332334012
"1119","MA",47,"415","411-7353","no","no",0,155.3,116,188.2,85,247,73,12.3,4,3,"False.",8.73768584362952,FALSE,0.478369446704164
"1120","OK",189,"415","383-2537","no","no",0,208.3,106,236.7,123,179.1,120,11.3,5,3,"False.",10.192359584922,FALSE,0.78196891467087
"1123","NE",159,"415","362-5111","no","no",0,189.1,105,246.1,147,242,106,10.4,5,1,"True.",10.038164255583,FALSE,0.819844667799771
"1124","VA",11,"408","358-6796","no","yes",24,131.5,98,230.2,111,283.7,87,10,3,2,"False.",12.2163453524277,FALSE,0.269408447435126
"1125","NY",167,"415","409-7494","no","no",0,166.4,85,243.2,135,229.2,95,9.9,5,1,"False.",8.6852056329495,FALSE,0.282850414514542
"1126","MT",111,"408","400-1636","no","no",0,142.3,75,122.8,106,229.5,94,12.8,9,2,"False.",11.2892604203607,FALSE,0.643221559468657
"1127","VT",99,"408","389-2747","no","yes",19,87.7,103,223,86,182.3,112,7.3,4,2,"False.",6.562396073764,FALSE,0.948118837783113
"1129","VA",114,"415","377-8067","yes","yes",31,174.5,104,224.2,92,116.3,91,12.3,10,2,"False.",14.5694947570591,FALSE,0.351617672014982
"1130","AL",71,"415","362-7835","no","no",0,103.3,103,138.5,79,164.8,98,9,2,2,"False.",7.58828733559422,FALSE,0.419045724906027
"1132","AL",100,"408","333-3447","no","yes",25,246.6,94,141.4,112,189.8,109,13,5,1,"False.",6.64152670288722,FALSE,0.457876797067001
"1133","WV",83,"415","341-3044","no","yes",37,78.5,109,210.5,101,179.7,102,11.8,4,1,"False.",9.94735106362288,FALSE,0.711692579323426
"1134","NV",64,"408","350-7306","no","no",0,148.1,73,164.9,101,216,125,12.3,2,5,"True.",14.7809091599115,FALSE,0.919848057674244
"1135","TN",105,"408","353-8849","no","no",0,206.2,84,256.4,138,117.1,91,9,3,1,"False.",10.1411835224201,FALSE,0.627110700588673
"1136","ID",144,"415","402-3476","no","yes",33,251.6,87,197.6,118,209.2,97,12.2,3,2,"False.",8.78271188968882,FALSE,0.902181778335944
"1137","WY",106,"415","338-6018","yes","yes",26,270.3,111,215.2,90,254,133,14.4,7,1,"True.",13.6292571802209,FALSE,0.757329159183428
"1138","TX",19,"510","409-3520","no","yes",34,156.6,97,224.2,97,260.9,135,11.3,1,1,"False.",16.096636567534,FALSE,0.137858365662396
"1139","MA",46,"408","357-1085","no","no",0,139.4,81,223.7,113,173.1,77,13.6,6,1,"False.",8.56871807413034,FALSE,0.153254878008738
"1140","IL",127,"510","353-3285","no","no",0,220.2,108,188.4,124,172.7,113,11.7,3,2,"False.",4.53634217165257,FALSE,0.191312186885625
"1141","LA",9,"415","409-9885","no","yes",39,214.1,108,169.2,115,189.7,117,10.1,3,1,"False.",13.9333737656346,FALSE,0.433185140602291
"1144","MI",105,"415","345-2863","no","yes",29,179.4,113,275.4,100,246.1,105,10,5,0,"False.",7.41106077527423,FALSE,0.223780001047999
"1146","ID",31,"415","389-5649","no","no",0,177.3,129,152.8,105,162.9,92,5.1,2,0,"False.",13.9111065645764,FALSE,0.572148679522797
"1147","WA",161,"415","378-8137","no","no",0,151.6,117,219.4,87,224.7,68,4,5,1,"False.",12.7463456519627,FALSE,0.400169178377837
"1148","MN",95,"408","340-4627","no","yes",32,262.2,123,165.2,82,194.3,57,10.6,5,0,"False.",14.9688196515941,FALSE,0.565465380670503
"1149","NY",122,"415","352-6833","no","no",0,173.6,110,91.7,84,211.7,103,9.7,7,3,"False.",9.39520839035037,FALSE,0.829623878700659
"1150","MD",37,"415","420-2000","yes","no",0,106.6,76,147.4,89,235.8,113,9.6,8,2,"False.",12.2288795146793,FALSE,0.64211381948553
"1151","GA",132,"415","368-5437","no","no",0,193.3,106,128.3,94,162.1,119,11.6,4,5,"True.",12.9183075436881,FALSE,0.391498751705512
"1152","HI",119,"408","418-8170","no","yes",24,217.2,94,138.7,52,139.3,85,11.3,4,0,"False.",14.0206169309582,FALSE,0.709579854737967
"1153","AL",16,"408","403-9417","no","no",0,209.5,89,172.8,85,94.1,102,8.8,4,1,"False.",11.8923355155494,FALSE,0.108824073104188
"1154","CT",99,"408","330-6165","no","no",0,95.4,105,207.2,101,136,117,5.6,5,1,"False.",8.99581814491157,FALSE,0.273622734239325
"1155","CO",76,"408","412-4185","no","yes",26,214.6,110,205.2,87,134.6,140,8.1,2,1,"False.",11.4607927884911,FALSE,0.593866932671517
"1156","KS",167,"415","409-4734","no","no",0,131.6,120,211.3,96,168.3,97,11.1,4,4,"True.",9.41621503029594,FALSE,0.160184813430533
"1157","NJ",129,"415","348-9828","no","no",0,168.4,117,217.1,129,81.6,100,11.8,7,1,"False.",11.5133727888665,FALSE,0.853430238785222
"1158","FL",116,"408","418-8850","no","no",0,146.4,123,176.6,113,212.6,102,7.8,5,1,"False.",4.00390016843367,FALSE,0.847739157732576
"1159","CA",60,"415","330-8351","yes","no",0,183,110,206.7,93,203.8,119,11.1,6,1,"False.",3.89209756070087,FALSE,0.477886812528595
"1160","KS",128,"415","347-7773","no","no",0,103.3,122,245.9,123,161.1,95,6.4,7,0,"False.",12.1625363286023,FALSE,0.773692122427747
"1161","TX",47,"408","392-6841","no","yes",28,112.2,70,154.8,106,166.7,105,10.6,2,0,"False.",12.757462942516,FALSE,0.295400080503896
"1164","OR",157,"510","334-1311","no","yes",30,194.3,107,243.2,108,322.2,114,7.1,5,1,"False.",13.7786689741852,FALSE,0.44053312484175
"1165","MS",66,"408","415-3120","no","yes",32,187.8,117,129.8,90,132.3,113,12,3,2,"False.",10.6112114275881,FALSE,0.462098857853562
"1166","VT",50,"415","387-5891","yes","yes",26,307.1,94,289.4,78,174.9,109,8,3,0,"False.",16.4585623733828,FALSE,0.340934370178729
"1167","UT",72,"415","368-8026","no","no",0,118.2,106,167.2,136,214.2,106,12.2,3,3,"False.",8.7553497854049,FALSE,0.185140318702906
"1168","KS",130,"510","332-9446","no","no",0,154,95,205.9,106,233.7,75,12.9,1,1,"False.",7.40158541264894,FALSE,0.506997726857662
"1170","DE",89,"510","376-1677","yes","no",0,125.6,108,213,90,181.7,108,5.4,5,1,"False.",5.8727064419106,FALSE,0.773686039494351
"1171","IN",108,"415","392-2268","no","no",0,199.3,104,224.2,92,140.1,57,15.2,2,0,"False.",13.7138695433903,FALSE,0.55966507922858
"1172","TX",32,"408","396-4311","no","no",0,157.9,88,180.8,132,132.5,102,12.8,3,1,"False.",10.0866325818474,FALSE,0.64146263920702
"1173","MA",166,"415","363-4005","no","no",0,203.4,81,167.7,110,132,124,9.2,5,2,"False.",9.00026486524065,FALSE,0.468432118650526
"1174","VT",109,"408","344-9966","no","no",0,222.2,113,218.5,122,266,88,10.9,5,1,"False.",5.11497993480197,FALSE,0.279223810648546
"1175","CA",72,"408","337-7377","no","yes",39,92.8,98,271.2,115,167.1,83,5.8,7,1,"False.",17.8803256126669,FALSE,0.461216570343822
"1176","IA",134,"415","373-7037","no","yes",32,216.8,78,102.2,111,174,83,8.6,2,0,"False.",14.8288867047056,FALSE,0.792738341726363
"1177","NH",13,"415","356-7580","no","no",0,193.2,89,194.4,90,186.5,104,9.7,2,4,"False.",10.8165975866417,FALSE,0.585565576329827
"1178","GA",90,"415","390-3401","no","no",0,113.2,108,189.3,63,271.8,124,14.1,4,3,"False.",13.0421073955419,FALSE,0.394758985843509
"1179","WI",111,"415","350-9313","no","yes",36,166.2,54,238.8,109,108.8,92,11.2,2,3,"False.",16.8203751043058,FALSE,0.811237349640578
"1181","SC",72,"415","415-2641","no","no",0,207.8,92,195.7,110,184.8,124,13.1,4,0,"False.",5.89776141387923,FALSE,0.318563093896955
"1182","MI",67,"510","392-4929","no","yes",35,245.4,89,148.2,102,274,136,7.5,6,1,"False.",15.695819896739,FALSE,0.581447338219732
"1183","MD",172,"408","346-5068","no","no",0,287.1,108,178.4,125,153.2,98,14.4,2,3,"True.",15.5844595562196,FALSE,0.455488957930356
"1184","IN",154,"510","389-2631","no","yes",32,192.3,82,165.3,134,205,74,9,1,2,"False.",14.5857771535115,FALSE,0.268803449813277
"1185","ME",69,"510","368-3808","no","no",0,194.2,122,242.1,81,215.8,80,9.7,3,2,"False.",5.8562309185697,FALSE,0.555177204776555
"1186","DC",123,"415","406-8599","no","no",0,211,92,217,102,214.8,104,9.8,7,3,"False.",4.46385623395243,FALSE,0.231230884324759
"1187","TN",130,"415","386-7456","no","yes",12,141.9,92,228.9,102,195.1,101,8.7,5,0,"False.",3.83034125201785,FALSE,0.54323289799504
"1188","FL",142,"415","357-4936","no","yes",26,220.5,94,239.5,126,254.3,109,5.9,9,2,"False.",14.8758210626733,FALSE,0.447570141172037
"1189","WA",29,"415","397-7411","no","no",0,157.4,122,145,75,281.8,92,9.3,2,1,"False.",12.0757369946482,FALSE,0.130288136890158
"1190","HI",87,"408","353-6218","no","yes",28,143.5,106,223.5,147,175.4,69,11.2,5,0,"False.",14.0172612995793,FALSE,0.62172598275356
"1192","TN",146,"408","416-8543","yes","no",0,160.1,63,208.4,112,177.6,98,9.2,3,2,"False.",7.03257651652198,FALSE,0.547994283260778
"1193","MD",88,"415","358-4576","yes","no",0,235.1,98,251.8,79,285.9,76,7.2,2,4,"True.",14.4417904258868,FALSE,0.149244213709608
"1194","NM",119,"415","352-5118","yes","yes",15,160,95,209.5,110,82.3,107,8.7,5,5,"True.",14.6240288898069,FALSE,0.559545869240537
"1195","VT",48,"510","408-2621","no","no",0,188.4,63,165.9,89,205.7,71,13.2,2,1,"False.",11.3898957860322,FALSE,0.42688557645306
"1196","OR",135,"415","353-3994","no","no",0,194.8,97,235.3,118,174.4,126,11,3,1,"False.",5.24192261412961,FALSE,0.447730098385364
"1197","IN",100,"510","367-4277","no","no",0,247.8,117,130,95,134.3,125,6.9,2,1,"False.",11.3468017990104,FALSE,0.833294771611691
"1198","MO",98,"415","354-3237","no","no",0,221.2,80,213.6,104,291.8,89,11.9,3,4,"False.",10.6001453888074,FALSE,0.719587282743305
"1199","FL",75,"510","394-8504","no","yes",26,118.5,86,213.9,118,132.6,99,13.4,3,2,"False.",8.76538472853886,FALSE,0.456886755535379
"1200","DC",180,"415","370-4139","no","yes",33,231.8,78,232.9,79,206.9,121,7.6,4,1,"False.",14.2692400104923,FALSE,0.521264262963086
"1201","VT",100,"415","382-6135","no","yes",25,215.9,90,257.9,92,180.2,157,11.6,4,1,"False.",13.4328920093598,FALSE,0.24245707760565
"1204","LA",155,"408","353-4880","no","yes",39,183.3,106,205.1,101,263.7,90,5.1,7,1,"False.",14.779954279864,FALSE,0.391295091249049
"1206","NJ",153,"415","419-6133","no","no",0,193.8,90,195.3,121,182.7,108,8.5,3,1,"False.",5.02823528976286,FALSE,0.867499468615279
"1207","IA",92,"510","350-7344","no","yes",25,134,112,206,111,180.6,118,9.7,4,0,"False.",5.97207465483521,FALSE,0.992615673691034
"1208","WA",13,"510","397-6064","no","yes",25,176.6,65,172.7,96,104.5,128,11.3,5,2,"False.",16.7854898352811,FALSE,0.7088553882204
"1209","NE",154,"415","363-6896","no","no",0,191.4,93,205.4,119,205.7,121,10.2,3,3,"False.",6.17708839259933,FALSE,0.826715490315109
"1210","CT",144,"510","416-9021","yes","yes",35,174.8,127,219.6,93,255.8,90,12.8,3,0,"False.",11.2703112217534,FALSE,0.891896269517019
"1211","WV",48,"408","408-3269","no","no",0,275.2,67,180.2,108,159,110,7.9,2,1,"False.",11.6020012974035,FALSE,0.53941073268652
"1212","ND",94,"408","408-9463","no","no",0,174,85,241.1,114,207.8,94,7.9,1,1,"False.",5.69023415706416,FALSE,0.555313591845334
"1213","UT",139,"415","340-7062","no","no",0,165,132,249.7,86,170.3,128,12.6,8,1,"False.",11.735762384183,FALSE,0.276439883746207
"1214","MS",126,"415","417-4309","no","no",0,228.7,102,168.7,99,223.5,100,11.8,4,1,"False.",2.79557789813693,FALSE,0.659197925822809
"1215","MN",122,"415","421-2659","no","no",0,107.9,88,235.8,109,228.6,119,9.5,3,2,"False.",5.64894635581132,FALSE,0.243435242446139
"1216","NH",139,"510","383-2017","no","no",0,221.3,140,157.8,89,192.5,89,11.3,6,1,"False.",8.25344866244203,FALSE,0.288266204763204
"1217","LA",95,"415","411-6294","no","no",0,141.1,84,211.4,108,103.7,127,5.9,6,3,"False.",12.3543350623736,FALSE,0.715780958533287
"1218","ME",80,"408","332-9525","no","yes",31,166.4,92,238.3,74,150.7,84,10.7,4,4,"False.",11.2434057724102,FALSE,0.727533633122221
"1219","KS",131,"415","401-5012","no","yes",28,249.6,87,227.2,138,239.9,92,7.6,3,3,"False.",12.2974076505917,FALSE,0.173043038696051
"1220","KS",36,"510","368-8835","no","no",0,178.6,83,213.1,103,198,119,10.9,5,1,"False.",5.3282659845344,FALSE,0.306311258813366
"1221","NV",180,"510","351-1382","no","no",0,139,96,224.9,64,170.8,118,15.7,5,2,"False.",14.1991171638568,FALSE,0.369907276704907
"1223","MT",113,"415","419-5505","no","no",0,215.9,93,240.1,85,156.7,123,4.9,5,3,"False.",10.0237279848484,FALSE,0.713150188792497
"1224","ID",88,"415","341-4570","no","yes",31,181.6,91,213.2,120,207.8,104,11.4,4,1,"False.",5.02092449200408,FALSE,0.550922729074955
"1225","AK",120,"415","366-6991","no","no",0,178.4,97,168.3,113,120.5,93,9.3,9,1,"False.",9.56752461915438,FALSE,0.135865396354347
"1226","UT",74,"415","377-7399","no","no",0,106.4,84,140.2,104,90.9,81,11.4,3,1,"False.",11.2798348695663,FALSE,0.974163694074377
"1227","AR",109,"510","377-9092","no","no",0,170.7,101,240.2,82,119,112,11.4,4,2,"False.",5.41563904608464,FALSE,0.561963158892468
"1228","LA",162,"510","373-6681","no","yes",33,184.5,139,183.2,78,127.4,106,12.3,6,0,"False.",15.5876147269326,FALSE,0.788409381639212
"1229","KS",124,"510","417-7736","no","yes",37,161.2,109,204.2,79,231.5,87,8.9,4,1,"False.",7.81560829864057,FALSE,0.848914084257558
"1230","OR",177,"408","393-2812","no","no",0,84.9,77,257.5,109,210.5,66,7.5,5,2,"False.",14.8223835170969,FALSE,0.878041774732992
"1231","WI",91,"510","398-3176","no","no",0,217.9,71,230.1,116,232.1,110,10.6,2,1,"False.",6.37245324151875,FALSE,0.800476373871788
"1232","CO",105,"408","334-8694","no","no",0,270.9,98,226.2,110,178.8,60,8.8,5,0,"True.",10.6202405182744,FALSE,0.640148486476392
"1233","KS",24,"510","369-5449","no","no",0,243,91,183.9,77,184.3,109,15.3,6,0,"True.",13.868576146983,FALSE,0.628927760757506
"1235","IA",86,"408","390-3873","no","no",0,126.3,115,168.8,112,154.6,95,9.8,7,2,"False.",5.6174513308443,FALSE,0.271409004693851
"1237","NE",91,"510","339-6968","no","no",0,159,109,255.1,142,82.4,73,10.1,4,0,"False.",15.8505984569283,FALSE,0.41986421495676
"1238","ID",56,"510","379-5933","no","no",0,150.9,79,161.8,87,167.7,115,11.7,5,3,"False.",6.92741260834563,FALSE,0.35543467104435
"1239","OH",147,"415","365-5682","yes","yes",24,219.9,118,208.5,116,352.5,111,8.1,4,3,"False.",16.1334403385591,FALSE,0.392331253970042
"1240","TX",64,"415","382-8518","no","no",0,168,116,192.4,94,166.5,98,10.1,3,2,"False.",3.16003225300057,FALSE,0.171936832368374
"1241","TN",108,"510","356-8449","no","yes",34,162.1,83,171.8,117,259.8,76,9.6,3,4,"True.",13.1597502085871,FALSE,0.319642119342461
"1243","ND",136,"510","375-8596","yes","no",0,256.8,90,230.1,104,143.6,82,9.1,10,3,"False.",15.1655237412982,FALSE,0.413555064238608
"1244","MT",116,"415","384-5907","no","yes",35,182.8,122,212.7,119,193.8,103,11,2,1,"False.",7.89314776565121,FALSE,0.759335696697235
"1245","NC",45,"408","373-2903","no","yes",38,196.8,92,254.2,108,261.8,85,7.7,2,1,"False.",12.9349018905068,FALSE,0.271890205098316
"1246","MN",122,"415","361-7702","no","no",0,140.1,120,231.4,128,188.1,127,11.2,5,2,"False.",7.03706951944708,FALSE,0.115582457045093
"1248","MA",132,"415","405-6298","no","no",0,117.6,66,214,108,239.5,94,8.8,5,1,"False.",7.47221806782916,FALSE,0.806855297880247
"1249","PA",101,"415","368-2074","yes","no",0,193.7,108,186.6,98,223,100,11.6,8,0,"False.",5.4597743689386,FALSE,0.480126436566934
"1250","GA",58,"510","328-5050","no","no",0,243.1,105,231.4,108,180.9,120,7.8,4,2,"False.",5.77611186391058,FALSE,0.806247940286994
"1252","TX",87,"415","420-7301","no","no",0,169.1,105,169.9,102,244.9,106,9.9,10,3,"False.",10.4708677196556,FALSE,0.115337409544736
"1253","ME",116,"510","328-2478","no","no",0,229.3,93,184.5,111,168.2,91,8.8,3,2,"False.",3.38891921531578,FALSE,0.12941628950648
"1254","RI",85,"415","381-2460","yes","no",0,197.2,97,211.7,115,210.1,133,8.3,4,4,"False.",8.59176912250092,FALSE,0.738748542033136
"1255","MN",62,"510","390-9811","no","yes",33,186.4,84,201,136,286.7,103,11.1,3,2,"True.",12.5917244735781,FALSE,0.757098533445969
"1256","NH",90,"415","373-5670","no","no",0,76.1,121,290.3,73,236.9,89,10.8,3,0,"False.",12.9209604518963,FALSE,0.992455308558419
"1257","TN",98,"415","351-7016","no","no",0,162.8,65,185,109,219.5,104,6,3,2,"False.",7.32438802714556,FALSE,0.624552987283096
"1258","UT",73,"415","394-9934","no","no",0,182.3,115,199.2,97,120.2,113,18,5,1,"False.",13.2630635245574,FALSE,0.288690108573064
"1259","RI",107,"510","422-8268","yes","no",0,194.4,83,247.8,84,245.4,93,11.2,7,2,"False.",5.75288299934443,FALSE,0.199911774368957
"1260","NH",55,"408","373-7690","no","yes",20,189.3,95,118.6,113,250.2,102,12.5,4,2,"False.",7.30902336054119,FALSE,0.800917848711833
"1262","NC",30,"510","404-5427","no","no",0,145,76,240.7,112,197.1,134,7.1,4,3,"False.",12.2237738376743,FALSE,0.727762710303068
"1263","AZ",157,"415","389-9783","no","no",0,220.7,105,119.3,127,165.1,113,11.5,7,4,"False.",13.7030232849503,FALSE,0.217047974700108
"1264","MA",40,"408","351-7005","no","yes",31,224.7,69,134.5,81,120.3,104,7.5,5,1,"True.",16.1564513159924,FALSE,0.744238505372778
"1265","TN",72,"408","348-2009","no","no",0,147,79,162.3,103,162.9,80,10.5,4,1,"False.",4.93915403926408,FALSE,0.866653708275408
"1266","WY",95,"415","340-4236","no","yes",39,260.8,130,213.4,111,195.6,97,10.1,5,1,"False.",10.3951641116043,FALSE,0.52940575638786
"1268","IN",86,"415","365-5039","no","no",0,166.2,112,255.3,81,228.1,97,5.4,7,1,"False.",8.23016025144039,FALSE,0.598638546885923
"1269","NJ",131,"415","411-1810","no","no",0,211.8,115,260.5,102,144.2,96,10.8,7,0,"False.",7.58627322642844,FALSE,0.937632332323119
"1270","FL",55,"510","364-7644","no","yes",45,130.5,114,208.4,94,141.6,114,11,5,4,"True.",17.3094289150748,FALSE,0.950724098365754
"1271","MT",74,"415","335-9066","no","no",0,162.7,102,292,105,183.3,80,8.7,6,0,"False.",7.89624783904002,FALSE,0.660532301291823
"1273","MI",81,"408","346-1095","no","no",0,166.2,102,217.6,112,220.2,68,13.2,2,4,"False.",10.5528684634506,FALSE,0.826331578660756
"1275","AL",111,"510","390-7863","no","no",0,176.4,62,201,124,150.4,138,11.2,2,0,"False.",13.8507000700435,FALSE,0.47954407799989
"1277","MI",51,"415","373-1448","no","no",0,229.7,129,336,104,192.8,128,9.6,1,1,"True.",17.101232915101,FALSE,0.391228783410043
"1278","FL",68,"415","360-7076","no","yes",24,176,118,277.9,116,174.7,71,14.7,7,1,"False.",13.1119979245642,FALSE,0.299122775672004
"1279","NY",163,"408","413-2241","no","no",0,247.7,77,269.5,108,167.3,82,9.6,7,0,"True.",12.9200181751687,FALSE,0.244308249559253
"1280","KS",87,"510","343-3961","no","no",0,115.4,90,262.6,68,245.7,69,13.1,5,2,"False.",10.8594693406508,FALSE,0.421810131752864
"1281","NC",58,"510","375-4107","no","no",0,112.2,95,209.6,108,260.9,78,13.9,1,0,"True.",12.212387223308,FALSE,0.937770176911727
"1282","MN",109,"408","414-7410","no","no",0,162.6,138,154,109,209.7,118,11.5,4,0,"False.",7.65598788196564,FALSE,0.264485116582364
