"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier"
"714","VA",158,"415","396-2719","no","no",0,222.8,101,203,128,210.6,106,6.9,2,2,"False.",8.36386276064077,FALSE
"715","SD",168,"415","369-6204","no","yes",22,175.9,70,211.7,105,174.5,81,7.3,5,2,"False.",10.2566282044525,FALSE
"716","WV",115,"510","420-9971","yes","no",0,249.9,95,242.5,104,151.7,121,15.3,6,1,"True.",9.20559543234368,FALSE
"717","GA",57,"408","410-3782","yes","yes",30,234.5,130,195.2,116,268.8,94,11.4,4,2,"False.",10.4975366937691,FALSE
"718","AZ",67,"415","404-4481","no","no",0,210.7,116,219.2,86,179.7,83,7.2,6,1,"False.",5.82889608112469,FALSE
"719","AK",127,"408","383-9255","no","no",0,182.3,124,169.9,110,184,116,9.3,3,1,"False.",4.21275311026237,FALSE
"720","AK",78,"510","418-9385","no","no",0,190.3,88,194.5,89,256.5,109,11.7,5,2,"False.",3.44691292643219,FALSE
"721","CT",100,"415","360-9676","no","yes",38,177.1,88,163.7,108,242.7,72,7.4,2,0,"False.",13.4758570526257,FALSE
"723","KY",113,"415","385-4715","no","no",0,215.6,96,193.4,127,105.4,115,13.5,3,1,"False.",8.86846707898932,FALSE
"725","OR",129,"510","331-5999","no","yes",36,192.8,103,177,83,216.5,118,16.4,5,1,"False.",12.6730380573353,FALSE
"726","TN",57,"510","337-7739","no","no",0,149.3,100,200.2,110,231.7,101,11.9,3,2,"False.",3.48232092823503,FALSE
"727","WV",82,"408","388-6658","no","no",0,143.7,116,170.7,99,287.7,95,7.8,5,1,"False.",6.19191058219603,FALSE
"728","NJ",64,"415","405-6943","no","no",0,224.8,111,190,101,221.4,110,9.2,2,1,"False.",4.05060459368594,FALSE
"729","MS",86,"510","382-4084","no","yes",39,261.2,122,214.2,101,154.9,101,12.7,5,2,"False.",11.3689905734361,FALSE
"730","ME",151,"415","352-8249","no","yes",26,196.5,98,175.8,111,221.8,124,13.4,5,0,"False.",8.67706601859377,FALSE
"731","WY",94,"510","353-8363","no","no",0,271.2,105,202.6,105,221.6,51,11.5,3,3,"True.",12.4430948224126,FALSE
"732","WY",90,"415","416-2825","no","no",0,207.2,121,292.5,104,226.3,103,8,1,2,"False.",8.94880516950985,FALSE
"733","IN",48,"510","342-6696","no","no",0,300.4,94,133.2,103,197.4,94,7.2,5,2,"False.",10.9324616982661,FALSE
"734","NM",85,"408","338-9210","no","yes",37,229.6,123,132.3,90,211.9,76,9.5,8,2,"False.",14.0508635051516,FALSE
"735","NJ",93,"415","328-1768","yes","yes",20,187.5,110,169.8,94,175.3,127,12.1,4,1,"False.",4.59469616031732,FALSE
"736","DC",169,"415","406-5870","yes","no",0,57.1,98,199.7,78,274.7,103,6.5,6,3,"False.",16.8750485858189,FALSE
"737","UT",68,"415","398-3834","no","no",0,162.1,86,155,86,189.7,87,11,9,5,"True.",15.9493828438723,FALSE
"738","KY",91,"415","330-7754","yes","no",0,145,89,175.8,102,223.7,151,16.7,3,2,"True.",15.2965898469341,FALSE
"739","KS",68,"510","414-9054","no","no",0,159.5,123,240.8,93,210.3,76,11.4,3,1,"False.",5.75555921994851,FALSE
"740","MI",101,"510","350-2832","no","no",0,190.7,72,208.6,103,203.8,111,8.8,8,1,"False.",5.89020117374867,FALSE
"743","FL",116,"415","394-6577","no","yes",17,193.4,112,240.6,131,248.1,98,11.4,3,5,"False.",15.0112189652115,FALSE
"744","LA",158,"408","359-6995","no","no",0,202,126,163.5,86,195.4,84,10.4,6,1,"False.",6.6222189658073,FALSE
"745","MT",78,"415","377-7561","no","no",0,191.7,122,241.4,88,203.5,86,9.1,5,1,"False.",4.02972656483384,FALSE
"746","WA",119,"415","380-6631","no","yes",26,161.3,97,250.3,110,142.4,92,6.6,8,1,"False.",9.8002764369483,FALSE
"747","MI",120,"415","390-8876","no","no",0,150.6,85,119,128,232.9,123,6.4,2,1,"False.",11.8167891606658,FALSE
"748","KY",155,"510","413-2201","no","no",0,184.6,102,196,117,226.5,122,7.8,1,1,"False.",8.33089668679095,FALSE
"749","LA",106,"408","374-2073","no","no",0,220.7,120,270.2,95,121.6,113,8.7,5,1,"False.",7.45937411699113,FALSE
"750","NM",87,"510","417-1272","yes","no",0,167.3,119,198.5,119,133.1,88,11,6,1,"False.",5.62467732500603,FALSE
"751","AL",146,"415","358-1129","no","yes",32,154,80,185.5,91,148.2,107,8.2,4,3,"False.",11.2328624527465,FALSE
"752","MO",101,"415","394-1211","no","yes",29,121.1,116,186.4,100,241.7,75,10.1,6,0,"False.",8.81555636067943,FALSE
"753","CO",22,"510","327-1319","no","yes",23,182.1,94,164.6,59,128.8,102,12.7,4,3,"False.",14.9005673044073,FALSE
"754","TX",90,"415","399-4413","no","no",0,109.6,88,137.6,108,159.7,121,11,5,2,"False.",6.50301850723551,FALSE
"755","NY",41,"415","393-9985","no","no",0,209.9,105,121.9,105,253.7,104,9.6,4,1,"False.",7.06107248032904,FALSE
"756","OR",69,"415","401-8377","no","no",0,167.5,76,242.1,92,101.2,103,11.4,4,2,"False.",7.63668607897987,FALSE
"758","UT",112,"415","358-5953","no","no",0,115.8,108,243.3,111,184.6,78,13.1,5,1,"False.",5.79591472679535,FALSE
"759","LA",108,"510","380-7624","no","yes",30,276.6,99,220.1,113,177.9,95,9.8,6,2,"False.",7.76664973211805,FALSE
"760","NV",136,"415","416-5261","no","yes",21,179.4,88,181.1,97,320.7,120,9.5,4,2,"False.",10.2680013997029,FALSE
"761","NC",128,"510","417-5067","no","no",0,187.3,84,270.8,95,206.4,68,10.1,5,1,"False.",6.60625572781999,FALSE
"762","NC",27,"408","345-6515","no","no",0,201.2,128,227.2,100,145.8,91,8.4,3,2,"False.",9.03495012768097,FALSE
"765","FL",120,"415","348-3444","no","yes",31,153.5,83,219.1,96,237.4,76,11.4,4,0,"False.",8.47262084448023,FALSE
"766","CA",113,"415","370-2892","no","no",0,187.6,97,208.2,118,158.9,101,8.7,6,2,"False.",3.06104991637,FALSE
"767","PA",122,"415","383-4061","yes","no",0,230.9,132,243.2,99,182.4,57,11,2,0,"True.",12.8901036543866,FALSE
"769","NJ",74,"415","389-4083","no","no",0,230.9,93,223,78,157.8,101,9.7,2,3,"False.",6.85684703512923,FALSE
"770","MT",106,"415","410-9633","no","no",0,187.1,104,250.2,117,144.9,81,11,3,1,"False.",4.98255126332939,FALSE
"771","MN",179,"415","418-9502","no","no",0,170.7,54,191.1,108,214.6,107,13.3,4,1,"False.",12.5808720013766,FALSE
"772","WI",149,"415","339-6637","yes","yes",28,126.9,97,166.9,102,145.2,77,8.8,3,5,"True.",17.650956834451,FALSE
"773","ID",77,"510","356-3403","no","no",0,189.5,112,207,95,214.1,91,9.2,7,0,"False.",4.71917133931638,FALSE
"774","MA",127,"408","371-9457","yes","no",0,176.9,110,167.9,100,182.2,138,7.7,2,1,"True.",8.09986110180318,FALSE
"775","OR",80,"415","391-8087","no","no",0,161.1,99,198.8,81,228.4,116,10.6,4,1,"False.",2.95119530598241,FALSE
"776","MT",106,"510","392-6420","no","no",0,169.4,107,197.2,71,202.2,79,10.7,4,1,"False.",4.11681267448665,FALSE
"777","AL",61,"415","399-4094","no","yes",20,254.4,133,161.7,96,251.4,91,10.5,4,0,"False.",10.1546401208692,FALSE
"778","ND",135,"510","378-4013","yes","yes",24,127.7,54,215,105,234.3,84,5.8,4,2,"False.",14.3673268068416,FALSE
"780","ND",167,"408","359-3618","yes","no",0,219.1,100,242.9,90,168.9,101,10.1,4,2,"False.",5.63700853761599,FALSE
"781","MS",107,"510","340-8875","yes","no",0,273.5,104,183.8,68,153.8,67,11,9,2,"False.",15.0151638046617,FALSE
"782","WV",112,"415","330-2693","yes","no",0,161.9,138,200.9,114,134,134,10.7,4,1,"False.",9.74077147049107,FALSE
"783","WI",35,"510","403-7627","no","yes",27,241.7,87,142,101,288.9,68,9.4,4,1,"False.",14.350903583371,FALSE
"784","KS",103,"408","342-3678","yes","no",0,62.8,124,170.4,66,280.2,78,9.4,4,3,"False.",15.1125373014691,FALSE
"785","MO",107,"415","344-9943","no","yes",22,281.1,83,143.7,130,239.4,128,11.2,9,1,"False.",15.8800135756846,FALSE
"786","PA",69,"415","390-5686","no","no",0,228.2,70,263.7,80,142.6,60,10.7,5,3,"False.",13.8940955223309,FALSE
"787","SD",85,"408","358-5826","no","no",0,209.8,82,194.5,94,200.4,85,11.3,3,0,"False.",4.63517935917799,FALSE
"788","NJ",24,"408","393-7826","no","no",0,265.6,86,208.8,102,182.5,105,11.1,6,2,"True.",8.37757734353591,FALSE
"789","AL",90,"415","335-9786","no","no",0,214.9,97,117.8,117,133.7,78,11.8,2,2,"False.",9.02351853127828,FALSE
"790","ME",137,"510","368-9860","no","no",0,110.5,79,223.2,111,169.5,64,10.5,3,3,"False.",10.2123595986956,FALSE
"792","VT",38,"415","416-7307","no","no",0,137.8,86,286.3,76,167,77,14.1,3,2,"False.",12.5146210491401,FALSE
"793","NV",69,"510","397-6789","yes","yes",33,271.5,98,253.4,102,165.4,85,8.2,2,1,"True.",11.5775260979844,FALSE
"794","WI",45,"408","335-9501","no","no",0,112.8,108,218.8,120,240.2,106,9,3,2,"False.",6.89887323009076,FALSE
"795","HI",73,"408","388-1250","no","no",0,187.3,118,239.7,90,167.5,108,15.1,2,1,"False.",7.78553286050967,FALSE
"796","DE",92,"415","386-1374","no","no",0,197,84,269.3,105,158.9,105,10.8,4,1,"False.",4.11045466540974,FALSE
"797","AZ",113,"415","346-8112","no","yes",32,180.4,89,129.4,124,166.9,124,8.4,2,1,"False.",11.8270115042165,FALSE
"798","VA",68,"408","364-9040","yes","no",0,148.5,126,219.4,125,198.5,121,14.5,7,1,"True.",10.5407853203285,FALSE
"799","GA",135,"415","366-3944","no","yes",22,197.1,113,259.4,95,134.7,135,14.6,5,2,"False.",12.130380262442,FALSE
"800","AZ",100,"415","331-9861","no","yes",26,153.7,115,137.8,146,213.5,104,15.9,5,1,"False.",14.520919197695,FALSE
"801","MN",96,"415","330-2881","no","yes",27,261.3,96,220.9,101,179.4,97,11.3,2,1,"False.",6.41840213723608,FALSE
"802","ME",108,"510","402-9558","no","no",0,246.2,102,202.4,134,180.1,95,9.4,5,1,"False.",5.46587343060186,FALSE
"803","FL",84,"510","341-3180","no","no",0,191,88,318.8,119,247.3,79,6.5,4,0,"False.",13.1748273251606,FALSE
"804","WA",134,"408","371-8598","no","no",0,208.3,86,253.6,89,291,86,12.6,3,1,"False.",8.79413495164585,FALSE
"805","MT",72,"415","398-8385","no","no",0,253,73,219.3,78,210.8,89,9.8,4,0,"False.",8.19696817563378,FALSE
"806","AL",83,"408","333-4154","no","no",0,202.3,87,201.5,111,101.7,82,6.8,4,0,"False.",10.0639476718587,FALSE
"807","WV",137,"408","330-3589","no","no",0,174.4,120,156.3,98,136.5,121,10.2,5,0,"False.",7.38521196364117,FALSE
"808","GA",56,"415","417-1477","no","yes",30,127.1,89,172.1,116,194.6,111,12.1,3,1,"False.",7.86986252216313,FALSE
"809","OH",61,"510","327-5525","yes","yes",16,143.5,76,242.6,58,147.7,95,11.3,3,0,"False.",11.8396190019685,FALSE
"810","DE",171,"510","363-8244","no","yes",17,186.9,94,240,138,200.9,64,5.8,3,1,"False.",15.5541528003736,FALSE
"811","NE",123,"510","419-9104","no","no",0,194,118,242,114,146.3,108,12.1,4,1,"False.",4.57639692534552,FALSE
"812","FL",58,"510","363-1560","no","no",0,234.8,89,106.8,131,178.5,122,9.9,6,0,"False.",12.8752392009167,FALSE
"813","AK",156,"510","341-4075","no","no",0,123.7,96,103,80,189.4,82,13.1,4,1,"False.",10.4858974371906,FALSE
"814","WI",166,"510","366-9074","no","no",0,173.9,103,276.4,83,190.8,113,15.3,5,0,"False.",11.7655141650796,FALSE
"815","WA",75,"510","367-1424","no","yes",41,130.9,115,203.4,110,171.7,68,12.4,4,1,"False.",12.3692308361153,FALSE
"816","KY",75,"415","341-1191","no","no",0,314.6,102,169.8,86,285.1,100,5.7,3,2,"True.",14.1112828546448,FALSE
"817","OH",83,"510","342-9480","no","no",0,227.9,78,207.5,115,211.7,100,12.1,5,1,"False.",4.03624332499197,FALSE
"819","NM",153,"408","343-1538","no","no",0,185.3,127,208,73,206.1,124,15.1,3,1,"False.",11.5565474057394,FALSE
"820","MN",150,"415","335-2331","no","no",0,146.3,133,202.7,95,234.7,103,13.1,3,1,"False.",7.2394782190702,FALSE
"821","WV",92,"510","335-7257","no","yes",16,184,99,76.4,134,185.1,96,12.7,3,2,"False.",11.0614169246277,FALSE
"822","MN",80,"415","332-2137","no","no",0,105.8,110,43.9,88,189.6,87,13.1,5,0,"False.",16.7907598444392,FALSE
"823","AL",134,"415","352-2998","no","no",0,178,110,153.8,64,236.6,105,11.7,4,1,"False.",6.89391436648336,FALSE
"824","PA",77,"510","346-6941","no","yes",24,149.4,74,123.9,72,174.3,84,10.1,6,1,"False.",10.3390621607416,FALSE
"825","DE",147,"510","400-2203","no","no",0,209.4,104,132.5,78,149.4,123,11.3,3,2,"False.",8.74240642353717,FALSE
"826","MO",74,"415","421-2955","no","no",0,172.1,105,211.7,99,182.2,105,11.6,6,1,"False.",2.13345783303281,FALSE
"827","IL",138,"510","331-6629","yes","no",0,169.3,82,217.9,147,184.2,77,9.4,9,1,"False.",14.2401184085947,FALSE
"828","FL",143,"415","343-6314","no","no",0,119.1,117,287.7,136,223,100,12.2,4,0,"False.",12.2323891141789,FALSE
"829","HI",64,"415","414-6638","no","no",0,194.2,147,173.4,87,268.7,114,5.5,2,2,"False.",14.5514276719885,FALSE
"830","ME",120,"510","350-5883","no","no",0,198.8,56,230.1,73,119.8,81,9.9,3,2,"False.",12.5563181276869,FALSE
"831","CO",121,"408","409-4447","yes","no",0,167.7,94,93.7,121,241.3,115,13.4,1,3,"True.",12.7109797701025,FALSE
"832","NH",88,"415","376-4856","no","no",0,202.2,86,216.8,93,239.4,99,11.8,2,2,"False.",3.68480372634371,FALSE
"833","SC",87,"408","335-1874","no","no",0,322.5,106,204.6,93,186.2,128,9.4,4,2,"True.",10.2454851569548,FALSE
"834","IN",100,"510","397-6255","no","no",0,216.2,107,215.6,84,138.4,127,10.2,3,0,"False.",7.21435185368369,FALSE
"835","FL",104,"415","381-5047","no","no",0,76.4,116,115.6,74,226.3,94,9.4,3,3,"False.",11.4028601648027,FALSE
"837","IL",81,"415","375-3658","no","yes",31,210.4,100,225.5,97,168.7,120,9.7,4,0,"False.",7.09409698822472,FALSE
"839","VT",107,"510","342-5062","no","yes",28,201.8,79,304.9,128,225.6,133,11.9,8,1,"False.",16.1295734344763,FALSE
"840","DC",88,"415","354-1558","no","yes",17,219.5,78,222.1,94,188.3,92,16.1,5,1,"False.",7.9544798364959,FALSE
"841","VT",111,"408","351-9537","no","no",0,99.3,112,270.5,136,225.3,94,9,6,3,"False.",11.3863962860363,FALSE
"842","NV",77,"415","401-1252","no","no",0,239.2,114,150,115,160.8,81,10.3,2,5,"False.",14.8882244837919,FALSE
"844","AL",102,"408","364-7622","no","no",0,224.7,81,129.4,112,167.6,109,15.8,6,1,"False.",10.1880559498353,FALSE
"845","ND",146,"408","393-9918","no","yes",19,176.6,88,162.7,66,215.5,98,14.6,6,1,"False.",9.71056267341725,FALSE
"846","FL",144,"415","376-4484","no","yes",51,283.9,98,192,109,196.3,85,10,4,1,"False.",17.0687228220289,FALSE
"847","NE",96,"415","410-6791","no","no",0,180.6,92,190.9,114,295.6,125,10.3,4,1,"True.",6.56052868972643,FALSE
"848","ND",70,"415","343-2392","no","yes",31,125.9,101,196.4,102,252.7,75,10.3,4,1,"False.",7.65390843764161,FALSE
"849","ME",149,"408","408-4323","no","no",0,237.6,79,192.4,107,207.4,111,9.1,9,0,"False.",10.51186504468,FALSE
"850","IL",129,"415","395-1718","no","no",0,198.4,91,264.7,106,111.4,101,9.2,2,2,"False.",7.84979536285701,FALSE
"852","MA",136,"408","367-8168","yes","no",0,199.6,89,211.4,96,72.4,84,11,4,3,"True.",10.5103072041442,FALSE
"853","KS",149,"510","340-3500","no","no",0,217.7,91,273.5,74,226.9,99,9.6,3,3,"False.",9.74343936403468,FALSE
"854","RI",70,"415","369-4962","no","no",0,134.7,96,235.9,90,260.2,113,7.6,6,3,"False.",7.48654441078703,FALSE
"856","IA",66,"510","402-2377","no","no",0,256.3,135,180.2,106,187.3,135,6.2,7,2,"False.",13.7623725904696,FALSE
"857","WY",104,"408","366-3917","no","no",0,183.6,133,120.7,98,215.1,112,12.7,2,1,"False.",8.12052845685407,FALSE
"858","NV",160,"415","333-3531","no","no",0,176.2,90,196,115,263.9,95,9.2,4,1,"False.",5.71984681610486,FALSE
"859","WI",129,"415","333-8954","no","yes",37,205,94,165.4,103,185,81,11.7,8,1,"False.",10.3463197397531,FALSE
"860","AL",93,"408","374-9203","no","no",0,267.9,114,223,74,262.7,90,11.3,3,3,"True.",9.79698387325482,FALSE
"861","HI",169,"415","334-3289","no","no",0,179.2,111,175.2,130,228.6,92,9.9,6,2,"False.",7.13727026260047,FALSE
"862","MO",58,"415","353-7822","no","no",0,149.4,145,196.5,105,209.5,108,14.9,3,1,"False.",11.3834445125908,FALSE
"865","CT",155,"510","380-7277","no","no",0,165.4,108,183.7,103,80.2,108,8.9,4,3,"False.",10.4757631382316,FALSE
"866","MD",52,"415","352-1798","no","no",0,209.8,114,171.3,82,154.6,119,9.9,9,4,"False.",14.6319237678991,FALSE
"867","OH",119,"415","385-7922","no","yes",27,220.1,128,268.2,133,146.5,80,11.1,3,0,"False.",13.5465464851326,FALSE
"868","NV",86,"510","353-7730","no","no",0,141.3,72,154.3,95,210.6,91,8.2,5,1,"False.",5.21038251159177,FALSE
"869","MD",42,"408","337-7163","no","no",0,196.5,89,241.3,123,143.2,105,4,7,0,"False.",15.2366649792307,FALSE
"870","NE",127,"510","348-5567","yes","no",0,180.9,114,209.5,118,249.9,105,7.4,4,2,"False.",4.55344925415076,FALSE
"871","OH",123,"408","420-9575","no","no",0,105,150,251.6,90,258,93,14.9,5,0,"False.",16.5692504519246,FALSE
"872","MA",98,"510","366-3358","no","no",0,271.4,119,190.4,102,284.7,118,11.1,6,4,"True.",13.1072437127886,FALSE
"873","OK",149,"510","359-9972","no","yes",43,206.7,79,174.6,122,241.5,80,10.9,3,1,"False.",14.4892344954347,FALSE
"874","MA",160,"408","387-3332","no","no",0,166.8,109,236,117,307.6,77,9.3,1,1,"False.",13.0381958323353,FALSE
"875","WA",103,"415","354-6960","no","no",0,204.9,107,135.2,102,208.2,106,10.4,3,5,"False.",11.2610609650216,FALSE
"876","HI",132,"415","405-3335","no","yes",15,154.6,128,245.6,106,148.6,90,9.1,4,1,"False.",5.69066591357347,FALSE
"877","CO",137,"415","379-4257","no","no",0,127,107,323.2,75,143.9,127,7.5,2,1,"False.",16.7098389658458,FALSE
"878","FL",129,"415","355-4992","yes","no",0,267.4,78,204.2,85,111.7,146,5.9,4,1,"False.",18.2719984126996,FALSE
"880","ID",122,"510","382-7993","no","yes",33,270.8,96,220.4,110,169.9,104,11.8,8,4,"False.",15.3458379621357,FALSE
"881","WY",32,"408","422-5865","no","no",0,171.2,82,185.6,102,203.3,64,10.2,7,1,"False.",9.94743537927289,FALSE
"882","GA",86,"510","410-9961","no","no",0,124.1,82,202.6,120,289.6,119,6.7,8,3,"False.",13.6215387250012,FALSE
"883","FL",130,"415","343-9946","no","no",0,162.8,113,290.3,111,114.9,140,7.2,3,1,"False.",14.6167124757831,FALSE
"885","DE",73,"415","355-9541","no","no",0,254.8,85,143.4,80,153.9,102,15,7,2,"False.",11.7337159028029,FALSE
"886","ME",66,"408","378-4145","no","yes",26,254.9,108,243.2,135,190.8,95,5.4,3,2,"False.",12.9026445662328,FALSE
"887","DC",103,"510","386-2317","no","yes",31,107.7,124,188.9,104,196.2,98,8.9,3,0,"False.",8.76876077437129,FALSE
"888","IA",128,"408","335-8146","no","no",0,158.8,75,264.8,91,270,77,7.6,7,1,"False.",10.3341082030312,FALSE
"889","CO",104,"415","377-2235","no","no",0,182.9,113,239.6,85,229.8,104,5.5,4,2,"False.",5.93067119057917,FALSE
"890","MN",103,"415","386-9141","no","no",0,198.5,112,42.5,90,179.2,124,12.4,5,0,"False.",15.3905775555047,FALSE
"891","VT",124,"415","416-5623","no","no",0,178.4,72,233.6,134,179.4,91,12,2,0,"False.",9.96516701507908,FALSE
"892","AZ",87,"510","327-3053","no","no",0,110.9,91,158.5,115,207.5,131,6.2,5,1,"False.",9.18170039729254,FALSE
"893","LA",109,"415","395-6195","no","yes",27,166.9,85,221.2,92,197.3,97,12.3,4,1,"True.",4.12407062151653,FALSE
"894","MO",167,"415","397-8772","yes","no",0,244.8,91,60.8,105,176.7,110,10.7,3,2,"False.",13.8679947610348,FALSE
"895","ME",97,"510","346-7656","no","no",0,120.8,96,169.8,101,194.1,63,11.9,3,4,"True.",10.185632963486,FALSE
"896","MD",106,"415","343-2350","no","no",0,165.3,118,210,101,187.2,93,8.5,3,2,"False.",2.43937383868258,FALSE
"897","VT",125,"415","372-4722","no","no",0,126.7,113,155.5,131,206.2,112,14.4,7,2,"False.",9.71682609499518,FALSE
"898","DC",108,"408","399-8615","no","yes",35,215.9,106,200.6,107,195.4,107,15.5,7,0,"False.",11.3270188113709,FALSE
"899","WY",125,"415","379-8248","no","no",0,140.1,132,209.6,126,264.1,77,8,2,1,"False.",10.7472998760869,FALSE
"900","VA",89,"415","414-6219","no","yes",32,209.9,113,249.8,104,224.2,92,8.7,7,1,"False.",7.26898369212468,FALSE
"901","VA",72,"510","387-1343","yes","yes",29,139.8,114,138.2,91,221,88,5.5,6,0,"False.",12.0802450481075,FALSE
"904","WI",73,"415","402-7626","no","no",0,214.2,90,196.8,78,157.9,112,5.9,8,0,"False.",11.0171238352159,FALSE
"905","MD",61,"415","370-2688","no","no",0,260,123,210.5,127,234.7,70,9,3,1,"True.",11.0008619159196,FALSE
"906","WV",161,"415","418-9036","no","no",0,191.9,113,70.9,87,204.8,107,13.4,4,4,"True.",16.0183980919573,FALSE
"907","VT",73,"408","417-2035","no","no",0,213,95,188.8,104,136.2,89,13.5,3,0,"False.",6.99409084538953,FALSE
"910","NC",127,"415","418-5141","no","yes",25,82.2,95,163.3,109,264.9,104,5.1,6,0,"False.",14.3870698047459,FALSE
"911","NJ",42,"415","406-1247","no","yes",32,163.8,80,177.8,123,190.4,106,8.1,5,0,"False.",11.1083360844978,FALSE
"913","IA",45,"510","332-2965","no","no",0,159.8,91,120.4,86,163,93,10.6,3,2,"False.",6.8652140347613,FALSE
"915","MO",179,"510","355-2464","no","no",0,287.3,123,288,114,266,112,10.5,4,0,"True.",16.318447147386,FALSE
"916","MO",152,"408","404-4611","no","no",0,101.2,122,141.6,87,198.5,124,7.5,3,2,"False.",10.9160771944488,FALSE
"917","WY",105,"415","373-2339","no","no",0,102.8,74,281.7,125,228.1,113,13.2,5,2,"False.",11.0751023972769,FALSE
"918","HI",72,"415","410-3503","no","no",0,109.1,97,115.7,96,295.8,84,8.3,6,0,"False.",12.7400035962992,FALSE
"920","TX",125,"415","365-3562","no","no",0,203.4,110,128.7,97,190.5,113,11,4,1,"False.",3.96709269174629,FALSE
"921","VA",143,"510","387-7641","no","no",0,110.1,113,169,59,166.7,94,9.2,2,1,"False.",10.6344496938573,FALSE
"924","MS",1,"415","408-3977","no","no",0,144.8,107,112.5,66,218.7,79,13.8,3,1,"False.",17.3305232797766,FALSE
"925","KY",60,"408","334-2729","no","no",0,135.4,134,205.9,85,204,103,7.9,4,1,"False.",6.81111921608066,FALSE
"926","NC",43,"415","334-7685","no","no",0,84.2,134,80.8,103,196.1,79,10.8,2,1,"False.",17.1912936987223,FALSE
"927","NV",143,"415","350-9228","no","no",0,209.1,127,106.1,80,179.6,90,14,6,0,"False.",12.9146926705708,FALSE
"928","UT",81,"415","407-5774","no","yes",24,130.1,117,196,61,139.3,123,11.4,5,0,"False.",12.3041331645059,FALSE
"929","ME",205,"510","413-4039","no","yes",24,175.8,139,155,98,180.7,64,7.8,5,2,"False.",17.5388476433777,FALSE
